"Marca temporal","a) De favor, me podría ayudar con que la última persona que cumplió años en su hogar sea quien conteste la encuesta. ","b)	¿Vive usted en esta casa?","c)	¿Cuenta con credencial de lector vigente domiciliaria con esta vivienda?","d)	Me podría decir su edad, de favor ","e)	Anotar sexo sin preguntar","1.	Pensando en cómo se ha sentido en la última semana, ¿qué emoción describe mejor su estado de ánimo?","2.	¿Qué tan seguro está de asistir a votar en las próximas elecciones del 6 de junio?","3.	Si en las próximas elecciones para Presidente Municipal de Tuxtla Gutiérrez los candidatos fueran los siguientes, ¿por quién votaría usted?","4.	Independientemente de por quién ha votado en pasadas elecciones, ¿actualmente con cuál partido se siente usted más identificado? ","5.	¿Cuál es el servicio público que más ha mejorado en su colonia durante los últimos tres años?","6.	¿Cuál es el servicio público que más ha empeorado en su colonia durante los últimos tres años?","7.	En general, ¿usted aprueba o desaprueba la forma en que el presidente Andrés Manuel López Obrador realiza su trabajo?","8.	En general, ¿usted aprueba o desaprueba la forma en que su presidente municipal Carlos Morales realiza su trabajo? ","¿Cuál es su estado civil?","¿Cuál es su último grado de estudios concluido?","¿Cuál es su principal ocupación?","En total y contándose usted, ¿cuántas personas viven en su casa?","Número de equipo","Número del encuestador","Nombre del encuestador","Sección","Manzana","Persona"
"2021/04/15 2:29:54 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","b) Recolección de basura","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","a) Ama de casa","d) 4","1","5","Antonio Cruz","1950","3","3"
"2021/04/15 2:29:58 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1950","3","1"
"2021/04/15 2:31:35 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","e) Agua potable","c) Alumbrado público","b) Aprueba poco","c) Desaprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","e) 5","1","5","Antonio Cruz","1950","3","4"
"2021/04/15 2:32:42 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","c) 3","1","2","Isaac","1950","3","2"
"2021/04/15 2:34:24 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","e) Agua potable","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","b) Primaria","f) Desempleado","c) 3","1","5","Antonio Cruz","1950","9","3"
"2021/04/15 2:36:46 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","d) Divorciado","e) Licenciatura","i) Empleado en el sector privado","b) 2","1","2","Isaac","1950","9","1"
"2021/04/15 2:38:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","d) Divorciado","b) Primaria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1950","9","4"
"2021/04/15 2:38:26 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","e) Estudiante y trabaja","b) 2","1","2","Isaac","1950","9","2"
"2021/04/15 2:39:55 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","j) Trabaja por su cuenta","c) 3","1","5","Antonio Cruz","1950","8","3"
"2021/04/15 2:41:09 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","e) Estudiante y trabaja","c) 3","1","2","Isaac","1950","8","1"
"2021/04/15 2:42:09 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","5","Antonio Cruz","1950","8","4"
"2021/04/15 2:44:29 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1950","6","1"
"2021/04/15 2:46:54 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","b) 2","1","2","Isaac","1950","6","2"
"2021/04/15 2:47:12 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","c) Secundaria","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1950","6","3"
"2021/04/15 2:49:19 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","c) Alumbrado público","c) Desaprueba poco","d) Desaprueba mucho","c) Unión libre","d) Preparatoria","j) Trabaja por su cuenta","g) 7","1","5","Antonio Cruz","1950","6","4"
"2021/04/15 2:50:42 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","a) 18 a 24 años","b) Mujer","99) No sabe / No contesta (No leer)","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","c) 3","1","1","Lalo Caballero","1950","1","8"
"2021/04/15 2:50:51 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","i) Empleado en el sector privado","c) 3","1","2","Isaac","1950","1","1"
"2021/04/15 2:51:18 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","f) 6","1","5","Antonio Cruz","1950","1","3"
"2021/04/15 2:53:51 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1950","1","2"
"2021/04/15 2:54:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","e) Agua potable","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1950","1","4"
"2021/04/15 2:58:03 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","c) Desaprueba poco","a) Aprueba mucho","c) Unión libre","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1950","2","3"
"2021/04/15 2:58:28 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1950","2","1"
"2021/04/15 3:00:51 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","f) Seguridad pública","c) Desaprueba poco","c) Desaprueba poco","d) Divorciado","c) Secundaria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1950","2","4"
"2021/04/15 3:01:21 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","l) No contesta (No leer)","d) 4","1","1","Lalo Caballero","1950","9","8"
"2021/04/15 3:03:40 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","i) Empleado en el sector privado","d) 4","1","2","Isaac","1950","2","2"
"2021/04/15 3:04:17 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","c) Alumbrado público","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1950","7","3"
"2021/04/15 3:06:03 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","f) Seguridad pública","c) Desaprueba poco","c) Desaprueba poco","c) Unión libre","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","5","Antonio Cruz","1950","7","4"
"2021/04/15 3:07:19 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","e) Estudiante y trabaja","c) 3","1","2","Isaac","1950","7","1"
"2021/04/15 3:09:28 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","b) Recolección de basura","99) No sabe / No contesta (No leer)","c) Desaprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","f) Desempleado","b) 2","1","1","Lalo Caballero","1950","8","8"
"2021/04/15 5:25:43 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1612","22","1"
"2021/04/15 5:26:06 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","a) Feliz","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","b) MORENA","e) Agua potable","b) Recolección de basura","b) Aprueba poco","b) Aprueba poco","b) Casado","b) Primaria","b) Ama de casa y trabaja","e) 5","1","5","Antonio Cruz","1612","22","3"
"2021/04/15 5:27:57 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","b) 2","1","2","Isaac","1612","22","2"
"2021/04/15 5:27:58 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","g) Pavimentación de calles","b) Recolección de basura","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1612","22","4"
"2021/04/15 5:30:30 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1612","7","1"
"2021/04/15 5:30:36 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","b) Recolección de basura","a) Aprueba mucho","a) Aprueba mucho","b) Casado","e) Licenciatura","h) Empleado en el sector público","b) 2","1","5","Antonio Cruz","1612","7","3"
"2021/04/15 5:30:40 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","b) Recolección de basura","99) No sabe / No contesta (No leer)","c) Desaprueba poco","b) Aprueba poco","b) Casado","c) Secundaria","f) Desempleado","b) 2","1","1","Lalo Caballero","1950","8","8"
"2021/04/15 5:31:57 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","g) Pavimentación de calles","f) Seguridad pública","c) Desaprueba poco","c) Desaprueba poco","c) Unión libre","c) Secundaria","i) Empleado en el sector privado","f) 6","1","5","Antonio Cruz","1612","7","4"
"2021/04/15 5:33:09 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","99) No sabe / No contesta (No leer)","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","c) Alumbrado público","g) Pavimentación de calles","d) Desaprueba mucho","d) Desaprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","l) No contesta (No leer)","c) 3","1","1","Lalo Caballero","1612","22","7"
"2021/04/15 5:33:55 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","c) 35 a 44 años","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","i) No sabe / No contesta (No leer)","i) No sabe / No contesta (No leer)","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","c) Unión libre","c) Secundaria","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1612","7","4"
"2021/04/15 5:34:25 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","g) Pavimentación de calles","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","d) 4","1","2","Isaac","1612","7","2"
"2021/04/15 5:35:26 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","a) Jorge Martínez, por el Partido Verde","d) Partido Verde","j) Ninguno (No leer)","j) Ninguno (No leer)","d) Desaprueba mucho","d) Desaprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","l) No contesta (No leer)","b) 2","1","1","Lalo Caballero","1612","22","8"
"2021/04/15 5:37:05 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","a) Soltero","d) Preparatoria","e) Estudiante y trabaja","a) 1","1","2","Isaac","1612","1","1"
"2021/04/15 5:38:17 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","b) Recolección de basura","a) Aprueba mucho","a) Aprueba mucho","c) Unión libre","c) Secundaria","j) Trabaja por su cuenta","f) 6","1","5","Antonio Cruz","1612","1","3"
"2021/04/15 5:38:48 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","h) Estresado","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","j) Ninguno (No leer)","a) Aprueba mucho","b) Aprueba poco","a) Soltero","d) Preparatoria","j) Trabaja por su cuenta","b) 2","1","1","Lalo Caballero","1612","7","7"
"2021/04/15 5:40:10 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","i) Transporte público","b) Aprueba poco","a) Aprueba mucho","b) Casado","e) Licenciatura","j) Trabaja por su cuenta","e) 5","1","2","Isaac","1612","1","2"
"2021/04/15 5:40:58 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","f) 65 años o más","b) Mujer","c) Tranquilo","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","j) Ninguno (No leer)","j) Ninguno (No leer)","c) Desaprueba poco","d) Desaprueba mucho","f) No contesta (No leer)","g) No contesta (No leer)","l) No contesta (No leer)","b) 2","1","1","Lalo Caballero","1612","7","8"
"2021/04/15 5:41:05 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","e) Agua potable","b) Recolección de basura","a) Aprueba mucho","b) Aprueba poco","f) No contesta (No leer)","d) Preparatoria","h) Empleado en el sector público","d) 4","1","5","Antonio Cruz","1612","1","4"
"2021/04/15 5:42:53 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","g) Pavimentación de calles","a) Aprueba mucho","a) Aprueba mucho","a) Soltero","e) Licenciatura","e) Estudiante y trabaja","c) 3","1","2","Isaac","1612","25","1"
"2021/04/15 5:44:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","e) Movimiento Ciudadano","j) Ninguno (No leer)","j) Ninguno (No leer)","d) Desaprueba mucho","d) Desaprueba mucho","d) Divorciado","b) Primaria","j) Trabaja por su cuenta","d) 4","1","5","Antonio Cruz","1612","25","3"
"2021/04/15 5:44:33 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","b) Aprueba poco","d) Divorciado","c) Secundaria","j) Trabaja por su cuenta","b) 2","1","1","Lalo Caballero","1612","7","8"
"2021/04/15 5:46:07 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","b) Recolección de basura","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","2","Isaac","1612","25","2"
"2021/04/15 5:47:01 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","b) Recolección de basura","a) Aprueba mucho","a) Aprueba mucho","b) Casado","b) Primaria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1612","25","4"
"2021/04/15 5:47:51 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","c) Estoy seguro que iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","b) Recolección de basura","f) Seguridad pública","b) Aprueba poco","c) Desaprueba poco","b) Casado","d) Preparatoria","i) Empleado en el sector privado","b) 2","1","1","Lalo Caballero","1612","1","7"
"2021/04/15 5:52:18 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","d) Paco Rojas, por Movimiento Ciudadano","c) PAN","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","b) Ama de casa y trabaja","c) 3","1","2","Isaac","1612","25","2"
"2021/04/15 5:53:33 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","b) Todavía no sé si iré a votar","h) Ninguno (No leer)","b) MORENA","g) Pavimentación de calles","99) No sabe / No contesta (No leer)","b) Aprueba poco","c) Desaprueba poco","b) Casado","e) Licenciatura","i) Empleado en el sector privado","b) 2","1","1","Lalo Caballero","1612","1","8"
"2021/04/15 5:54:02 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","d) 45 a 54 años","b) Mujer","a) Feliz","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","e) Agua potable","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1612","25","3"
"2021/04/15 5:55:49 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1612","29","1"
"2021/04/15 5:57:22 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","e) 55 a 64 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","b) Recolección de basura","a) Aprueba mucho","a) Aprueba mucho","b) Casado","d) Preparatoria","j) Trabaja por su cuenta","c) 3","1","2","Isaac","1612","29","2"
"2021/04/15 5:58:22 p. m. GMT-5","b) No se encontraba, contestó la misma","SÍ","a) Sí","c) 35 a 44 años","a) Hombre","h) Estresado","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","a) PRI","g) Pavimentación de calles","f) Seguridad pública","b) Aprueba poco","d) Desaprueba mucho","a) Soltero","d) Preparatoria","i) Empleado en el sector privado","c) 3","1","1","Lalo Caballero","1612","25","7"
"2021/04/15 5:59:14 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","a) 18 a 24 años","a) Hombre","a) Feliz","b) Todavía no sé si iré a votar","c) Willy Ochoa, por PRI, PAN y PRD","c) PAN","e) Agua potable","b) Recolección de basura","d) Desaprueba mucho","d) Desaprueba mucho","c) Unión libre","d) Preparatoria","i) Empleado en el sector privado","d) 4","1","5","Antonio Cruz","1612","29","3"
"2021/04/15 6:02:15 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","b) 25 a 34 años","a) Hombre","c) Tranquilo","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","g) Pavimentación de calles","e) Agua potable","b) Aprueba poco","b) Aprueba poco","b) Casado","e) Licenciatura","h) Empleado en el sector público","g) 7","1","5","Antonio Cruz","1612","29","4"
"2021/04/15 6:04:57 p. m. GMT-5","a) Sí salió otra persona","SÍ","a) Sí","e) 55 a 64 años","b) Mujer","e) Acompañado","c) Estoy seguro que iré a votar","b) Carlos Morales, por MORENA","b) MORENA","c) Alumbrado público","f) Seguridad pública","b) Aprueba poco","a) Aprueba mucho","b) Casado","d) Preparatoria","i) Empleado en el sector privado","b) 2","1","2","Isaac","1612","21","1"
